Date,Open,High,Low,Close,Adj Close,Volume
2023-03-16,21.549999237060547,21.600000381469727,20.700000762939453,20.850000381469727,20.696125030517578,5638139
2023-03-17,21.350000381469727,21.450000762939453,21.049999237060547,21.200000762939453,21.043542861938477,3025415
2023-03-20,21.450000762939453,21.75,21.200000762939453,21.5,21.341327667236328,3313165
2023-03-21,21.75,23.649999618530273,21.549999237060547,23.649999618530273,23.475460052490234,19855344
2023-03-22,23.850000381469727,24.049999237060547,22.850000381469727,22.950000762939453,22.780628204345703,29398250
2023-03-23,22.600000381469727,22.600000381469727,21.700000762939453,21.700000762939453,21.539854049682617,11693050
2023-03-24,22.100000381469727,23.25,21.899999618530273,22.299999237060547,22.13542366027832,26638226
2023-03-27,22.149999618530273,23.149999618530273,22.100000381469727,22.5,22.333948135375977,10352020
2023-03-28,22.5,22.799999237060547,22.200000762939453,22.450000762939453,22.284318923950195,6200210
2023-03-29,22.649999618530273,22.850000381469727,22.200000762939453,22.299999237060547,22.13542366027832,4660025
2023-03-30,22.549999237060547,22.850000381469727,22.25,22.299999237060547,22.13542366027832,4108000
2023-03-31,22.350000381469727,22.549999237060547,21.850000381469727,22.25,22.085792541503906,6079225
2023-04-06,22.450000762939453,22.450000762939453,21.850000381469727,22.299999237060547,22.13542366027832,4733300
2023-04-07,22.549999237060547,22.600000381469727,22.049999237060547,22.049999237060547,21.88726806640625,3050322
2023-04-10,22.100000381469727,22.450000762939453,22.0,22.149999618530273,21.986530303955078,2258370
2023-04-11,22.549999237060547,22.549999237060547,21.950000762939453,21.950000762939453,21.788007736206055,3643005
2023-04-12,22.0,23.649999618530273,21.649999618530273,23.350000381469727,23.177675247192383,20772140
2023-04-13,23.350000381469727,23.450000762939453,22.5,22.549999237060547,22.38357925415039,11602075
2023-04-14,22.649999618530273,23.950000762939453,22.399999618530273,23.299999237060547,23.12804412841797,15436060
2023-04-17,23.950000762939453,24.549999237060547,23.75,24.0,23.822877883911133,20403203
2023-04-18,24.049999237060547,25.149999618530273,23.600000381469727,23.700000762939453,23.52509307861328,21512188
2023-04-19,23.899999618530273,23.899999618530273,23.149999618530273,23.200000762939453,23.028783798217773,7572461
2023-04-20,23.350000381469727,23.450000762939453,22.700000762939453,22.700000762939453,22.532472610473633,4775200
2023-04-21,23.0,23.100000381469727,22.049999237060547,22.049999237060547,21.88726806640625,5362289
2023-04-24,22.100000381469727,23.700000762939453,22.049999237060547,23.350000381469727,23.177675247192383,7945420
2023-04-25,23.299999237060547,23.850000381469727,22.149999618530273,22.399999618530273,22.23468589782715,8415168
2023-04-26,22.350000381469727,22.899999618530273,22.100000381469727,22.5,22.333948135375977,3599200
2023-04-27,22.5,22.549999237060547,22.049999237060547,22.149999618530273,21.986530303955078,2844000
2023-04-28,22.399999618530273,22.700000762939453,22.350000381469727,22.450000762939453,22.284318923950195,2698379
2023-05-02,22.700000762939453,23.799999237060547,22.600000381469727,23.799999237060547,23.624353408813477,7088670
2023-05-03,23.5,23.950000762939453,23.100000381469727,23.450000762939453,23.27693748474121,5427003
2023-05-04,23.600000381469727,24.299999237060547,23.200000762939453,23.450000762939453,23.27693748474121,8904300
2023-05-05,23.200000762939453,23.75,23.149999618530273,23.200000762939453,23.028783798217773,2737200
2023-05-08,23.649999618530273,24.399999618530273,23.450000762939453,24.149999618530273,23.971771240234375,11045354
2023-05-09,24.25,24.399999618530273,23.200000762939453,23.5,23.326568603515625,7939012
2023-05-10,23.100000381469727,23.200000762939453,21.149999618530273,21.200000762939453,21.043542861938477,18512766
2023-05-11,20.950000762939453,21.100000381469727,19.899999618530273,20.100000381469727,19.95166015625,8204300
2023-05-12,20.200000762939453,20.700000762939453,20.0,20.5,20.348709106445312,3507300
2023-05-15,20.200000762939453,20.600000381469727,20.100000381469727,20.200000762939453,20.05092430114746,1704400
2023-05-16,20.450000762939453,20.799999237060547,20.399999618530273,20.5,20.348709106445312,1347197
2023-05-17,20.5,20.950000762939453,20.5,20.700000762939453,20.54723358154297,1865601
2023-05-18,21.100000381469727,21.25,21.0,21.049999237060547,20.894649505615234,2008211
2023-05-19,21.25,21.350000381469727,20.549999237060547,20.600000381469727,20.44797134399414,2184074
2023-05-22,20.649999618530273,21.450000762939453,20.600000381469727,21.100000381469727,20.94428062438965,1737300
2023-05-23,21.299999237060547,21.600000381469727,20.899999618530273,21.399999618530273,21.2420654296875,2377300
2023-05-24,21.299999237060547,21.899999618530273,21.299999237060547,21.799999237060547,21.639114379882812,3123106
2023-05-25,22.100000381469727,23.450000762939453,21.899999618530273,23.149999618530273,22.979150772094727,19813110
2023-05-26,23.200000762939453,23.700000762939453,22.799999237060547,23.350000381469727,23.177675247192383,9938500
2023-05-29,24.25,25.649999618530273,24.25,25.649999618530273,25.46070098876953,20530620
2023-05-30,25.450000762939453,27.350000381469727,25.149999618530273,26.600000381469727,26.403690338134766,67945228
2023-05-31,27.799999237060547,29.25,27.450000762939453,29.25,29.034133911132812,18578181
2023-06-01,30.0,30.600000381469727,28.600000381469727,29.649999618530273,29.431180953979492,64200131
2023-06-02,30.200000762939453,31.100000381469727,29.5,29.850000381469727,29.62970542907715,34419937
2023-06-05,30.350000381469727,30.950000762939453,30.0,30.200000762939453,29.977123260498047,14236540
2023-06-06,30.950000762939453,31.0,29.549999237060547,29.75,29.53044319152832,12829379
2023-06-07,30.299999237060547,30.899999618530273,30.0,30.049999237060547,29.828227996826172,14490290
2023-06-08,30.049999237060547,30.049999237060547,28.75,28.950000762939453,28.736347198486328,12270265
2023-06-09,29.399999618530273,29.850000381469727,28.950000762939453,29.299999237060547,29.083763122558594,12295150
2023-06-12,29.100000381469727,29.200000762939453,28.049999237060547,28.25,28.041513442993164,10407842
2023-06-13,28.649999618530273,29.450000762939453,28.350000381469727,28.649999618530273,28.438560485839844,10721100
2023-06-14,28.799999237060547,29.399999618530273,28.549999237060547,28.950000762939453,28.736347198486328,5956500
2023-06-15,29.299999237060547,30.75,28.950000762939453,30.450000762939453,30.225276947021484,29677428
2023-06-16,29.799999237060547,29.799999237060547,27.450000762939453,27.899999618530273,27.694095611572266,24380281
2023-06-19,27.649999618530273,28.850000381469727,27.600000381469727,28.350000381469727,28.140775680541992,6767149
2023-06-20,28.100000381469727,29.299999237060547,28.100000381469727,28.899999618530273,28.686716079711914,8054688
2023-06-21,29.049999237060547,30.799999237060547,29.049999237060547,29.700000762939453,29.480812072753906,32682430
2023-06-26,28.799999237060547,29.049999237060547,27.75,27.799999237060547,27.594833374023438,11408423
2023-06-27,27.799999237060547,27.799999237060547,26.399999618530273,26.700000762939453,26.502952575683594,9436801
2023-06-28,27.100000381469727,28.200000762939453,26.899999618530273,28.200000762939453,27.99188232421875,12304400
2023-06-29,27.850000381469727,29.600000381469727,27.799999237060547,29.25,29.034133911132812,17043665
2023-06-30,29.649999618530273,32.150001525878906,29.450000762939453,32.150001525878906,31.91273307800293,32266592
2023-07-03,35.29999923706055,35.349998474121094,34.900001525878906,35.349998474121094,35.089111328125,6730528
2023-07-04,38.0,38.849998474121094,37.04999923706055,38.849998474121094,38.56328201293945,42609928
2023-07-05,41.900001525878906,42.70000076293945,40.5,42.70000076293945,42.38487243652344,36070045
2023-07-06,42.150001525878906,45.45000076293945,40.79999923706055,44.25,43.923431396484375,93313848
2023-07-07,43.0,44.54999923706055,42.54999923706055,43.900001525878906,43.57601547241211,7506141
2023-07-10,44.400001525878906,44.400001525878906,39.900001525878906,39.900001525878906,39.60553741455078,7802519
2023-07-11,40.29999923706055,41.650001525878906,38.5,41.29999923706055,40.995201110839844,6176300
2023-07-12,40.20000076293945,41.349998474121094,40.099998474121094,40.650001525878906,40.35000228881836,4030316
2023-07-13,42.20000076293945,44.349998474121094,42.20000076293945,43.349998474121094,43.349998474121094,12589568
2023-07-14,44.20000076293945,45.04999923706055,43.400001525878906,44.650001525878906,44.650001525878906,7603358
2023-07-17,43.70000076293945,48.29999923706055,43.150001525878906,47.400001525878906,47.400001525878906,9354644
2023-07-18,48.70000076293945,50.5,45.29999923706055,46.70000076293945,46.70000076293945,7984642
2023-07-19,48.29999923706055,49.400001525878906,46.849998474121094,47.79999923706055,47.79999923706055,7463300
2023-07-20,48.29999923706055,52.5,48.29999923706055,52.5,52.5,11301577
2023-07-21,49.150001525878906,57.400001525878906,48.79999923706055,56.79999923706055,56.79999923706055,49774227
