Date,Open,High,Low,Close,Adj Close,Volume
2023-07-03,38.20000076293945,38.29999923706055,38.150001525878906,38.25,37.731292724609375,8501024
2023-07-04,38.20000076293945,38.29999923706055,38.04999923706055,38.04999923706055,37.53400421142578,11424677
2023-07-05,38.04999923706055,38.150001525878906,37.79999923706055,37.79999923706055,37.28739547729492,16926980
2023-07-06,37.75,37.75,37.20000076293945,37.25,36.74485397338867,28435853
2023-07-07,37.20000076293945,37.5,36.900001525878906,37.29999923706055,36.79417419433594,19233416
2023-07-10,37.29999923706055,37.400001525878906,36.79999923706055,36.849998474121094,36.350276947021484,25493449
2023-07-11,36.79999923706055,37.04999923706055,36.5,36.54999923706055,36.54999923706055,19084552
2023-07-12,36.54999923706055,36.650001525878906,36.5,36.599998474121094,36.599998474121094,13487205
2023-07-13,36.650001525878906,37.25,36.650001525878906,36.79999923706055,36.79999923706055,15585586
2023-07-14,36.79999923706055,37.150001525878906,36.75,37.0,37.0,12275873
2023-07-17,37.0,37.099998474121094,36.70000076293945,36.75,36.75,16408756
2023-07-18,36.70000076293945,37.099998474121094,36.5,37.099998474121094,37.099998474121094,18074416
2023-07-19,37.099998474121094,37.099998474121094,36.54999923706055,36.599998474121094,36.599998474121094,17137837
2023-07-20,36.650001525878906,36.75,36.54999923706055,36.54999923706055,36.54999923706055,13656456
2023-07-21,36.599998474121094,36.650001525878906,36.099998474121094,36.099998474121094,36.099998474121094,22830095
2023-07-24,36.20000076293945,36.900001525878906,36.0,36.5,36.5,15687678
2023-07-25,36.900001525878906,37.650001525878906,36.79999923706055,37.400001525878906,37.400001525878906,24249400
