Datetime,Open,High,Low,Close,Adj Close,Volume
2023-07-03 09:00:00+08:00,44.0,44.349998474121094,43.95000076293945,44.29999923706055,44.29999923706055,0
2023-07-03 09:01:00+08:00,44.349998474121094,44.45000076293945,44.25,44.25,44.25,933000
2023-07-03 09:02:00+08:00,44.25,44.599998474121094,44.20000076293945,44.54999923706055,44.54999923706055,1824000
2023-07-03 09:03:00+08:00,44.54999923706055,44.54999923706055,44.29999923706055,44.400001525878906,44.400001525878906,782000
2023-07-03 09:04:00+08:00,44.400001525878906,44.650001525878906,44.29999923706055,44.599998474121094,44.599998474121094,1330000
2023-07-03 09:05:00+08:00,44.650001525878906,45.0,44.599998474121094,44.95000076293945,44.95000076293945,1610000
2023-07-03 09:06:00+08:00,44.95000076293945,45.0,44.79999923706055,44.900001525878906,44.900001525878906,916000
2023-07-03 09:07:00+08:00,44.900001525878906,44.900001525878906,44.79999923706055,44.849998474121094,44.849998474121094,535000
2023-07-03 09:08:00+08:00,45.04999923706055,45.099998474121094,44.95000076293945,45.0,45.0,2490000
2023-07-03 09:09:00+08:00,45.04999923706055,45.04999923706055,44.79999923706055,44.849998474121094,44.849998474121094,998000
2023-07-03 09:10:00+08:00,44.849998474121094,44.95000076293945,44.79999923706055,44.900001525878906,44.900001525878906,489715
2023-07-03 09:11:00+08:00,44.900001525878906,45.04999923706055,44.900001525878906,45.0,45.0,832999
2023-07-03 09:12:00+08:00,45.0,45.150001525878906,44.95000076293945,45.099998474121094,45.099998474121094,866150
2023-07-03 09:13:00+08:00,45.099998474121094,45.29999923706055,45.099998474121094,45.20000076293945,45.20000076293945,1122059
2023-07-03 09:14:00+08:00,45.25,45.349998474121094,45.099998474121094,45.150001525878906,45.150001525878906,1196862
2023-07-03 09:15:00+08:00,45.150001525878906,45.29999923706055,45.150001525878906,45.29999923706055,45.29999923706055,811340
2023-07-03 09:16:00+08:00,45.25,45.400001525878906,45.25,45.400001525878906,45.400001525878906,752441
2023-07-03 09:17:00+08:00,45.400001525878906,45.5,45.349998474121094,45.5,45.5,1087123
2023-07-03 09:18:00+08:00,45.5,45.599998474121094,45.25,45.349998474121094,45.349998474121094,1913028
2023-07-03 09:19:00+08:00,45.29999923706055,45.349998474121094,45.04999923706055,45.099998474121094,45.099998474121094,708997
2023-07-03 09:20:00+08:00,45.099998474121094,45.20000076293945,44.849998474121094,44.849998474121094,44.849998474121094,1287420
2023-07-03 09:21:00+08:00,44.849998474121094,44.900001525878906,44.5,44.599998474121094,44.599998474121094,1501378
