Datetime,Open,High,Low,Close,Adj Close,Volume
2023-07-13 09:00:00+08:00,42.20000076293945,42.20000076293945,42.20000076293945,42.20000076293945,42.20000076293945,0
2023-07-13 09:05:00+08:00,42.599998474121094,42.599998474121094,42.599998474121094,42.599998474121094,42.599998474121094,384763
2023-07-13 09:10:00+08:00,43.0,43.0,43.0,43.0,43.0,521218
2023-07-13 09:15:00+08:00,42.95000076293945,42.95000076293945,42.95000076293945,42.95000076293945,42.95000076293945,602770
2023-07-13 09:20:00+08:00,42.75,42.75,42.75,42.75,42.75,266848
2023-07-13 09:25:00+08:00,42.900001525878906,42.900001525878906,42.900001525878906,42.900001525878906,42.900001525878906,329154
2023-07-13 09:30:00+08:00,43.400001525878906,43.400001525878906,43.400001525878906,43.400001525878906,43.400001525878906,407921
2023-07-13 09:35:00+08:00,43.650001525878906,43.650001525878906,43.650001525878906,43.650001525878906,43.650001525878906,390000
2023-07-13 09:40:00+08:00,44.0,44.0,44.0,44.0,44.0,372252
2023-07-13 09:45:00+08:00,43.95000076293945,43.95000076293945,43.95000076293945,43.95000076293945,43.95000076293945,367029
2023-07-13 09:50:00+08:00,43.599998474121094,43.599998474121094,43.599998474121094,43.599998474121094,43.599998474121094,173737
2023-07-13 09:55:00+08:00,43.54999923706055,43.54999923706055,43.54999923706055,43.54999923706055,43.54999923706055,280944
2023-07-13 10:00:00+08:00,43.5,43.5,43.5,43.5,43.5,220750
2023-07-13 10:05:00+08:00,43.5,43.5,43.5,43.5,43.5,118345
2023-07-13 10:10:00+08:00,43.5,43.5,43.5,43.5,43.5,149714
2023-07-13 10:15:00+08:00,43.599998474121094,43.599998474121094,43.599998474121094,43.599998474121094,43.599998474121094,146531
2023-07-13 10:20:00+08:00,43.95000076293945,43.95000076293945,43.95000076293945,43.95000076293945,43.95000076293945,163933
2023-07-13 10:25:00+08:00,44.099998474121094,44.099998474121094,44.099998474121094,44.099998474121094,44.099998474121094,540080
2023-07-13 10:30:00+08:00,44.349998474121094,44.349998474121094,44.349998474121094,44.349998474121094,44.349998474121094,972560
2023-07-13 10:35:00+08:00,44.349998474121094,44.349998474121094,44.349998474121094,44.349998474121094,44.349998474121094,988861
2023-07-13 10:40:00+08:00,43.599998474121094,43.599998474121094,43.599998474121094,43.599998474121094,43.599998474121094,394435
2023-07-13 10:45:00+08:00,43.900001525878906,43.900001525878906,43.900001525878906,43.900001525878906,43.900001525878906,227080
2023-07-13 10:50:00+08:00,44.150001525878906,44.150001525878906,44.150001525878906,44.150001525878906,44.150001525878906,162210
